OBSERVATION_DATETIME,mexico_city,reykjavik,anchorage,cape_horn,albuquerque,buenos_aires,vancouver,brasilia,nyc
2012-05-02,293.850006104,278.380004883,263.279998779,277.630004883,287.799987793,285.850006104,276.070007324,293.900024414,286.549987793
2012-05-03,295.549987793,276.900024414,265.150024414,276.820007324,287.570007324,287.66998291,276.869995117,294.970001221,285.880004883
2012-05-04,294.850006104,277.179992676,270.929992676,277.25,288.150024414,290.400024414,277.450012207,294.869995117,288.970001221
2012-05-05,294.279998779,274.119995117,272.450012207,278.25,289.029998779,292.270019531,276.479980469,293.720001221,290.320007324
2012-05-06,292.950012207,273.619995117,273.220001221,281.630004883,287.850006104,289.369995117,277.75,294.0,287.049987793
2012-05-07,294.529998779,273.470001221,274.470001221,278.350006104,287.020019531,291.820007324,279.799987793,294.770019531,286.679992676
2012-05-08,294.700012207,272.479980469,273.070007324,276.400024414,284.070007324,293.779998779,280.350006104,293.770019531,288.070007324
2012-05-09,294.179992676,273.679992676,273.770019531,277.150024414,282.900024414,292.619995117,277.029998779,294.400024414,290.429992676
2012-05-10,293.679992676,275.570007324,272.850006104,277.799987793,284.049987793,289.75,275.400024414,295.720001221,287.880004883
2012-05-11,293.619995117,277.429992676,274.029998779,276.799987793,286.970001221,284.720001221,276.470001221,296.16998291,286.650024414
2012-05-12,292.929992676,277.630004883,271.950012207,278.320007324,287.200012207,279.970001221,280.880004883,296.630004883,289.450012207
2012-05-13,289.799987793,273.470001221,272.25,277.520019531,287.08001709,281.83001709,284.299987793,294.470001221,291.130004883
2012-05-14,288.25,269.820007324,273.150024414,277.130004883,283.549987793,284.630004883,284.450012207,293.880004883,291.070007324
2012-05-15,289.900024414,271.25,273.820007324,279.820007324,285.820007324,286.820007324,285.020019531,294.5,290.570007324
2012-05-16,289.029998779,273.020019531,275.020019531,277.770019531,288.270019531,288.450012207,281.299987793,294.200012207,291.400024414
2012-05-17,288.220001221,274.779998779,276.75,276.970001221,290.470001221,290.970001221,278.320007324,294.049987793,290.179992676
2012-05-18,289.400024414,275.220001221,279.070007324,277.070007324,291.320007324,290.200012207,277.850006104,294.25,288.799987793
2012-05-19,290.049987793,275.25,277.520019531,277.320007324,289.220001221,285.679992676,278.220001221,293.869995117,289.150024414
2012-05-20,290.049987793,275.320007324,276.179992676,275.100006104,287.770019531,289.619995117,281.770019531,294.100006104,290.869995117
2012-05-21,288.799987793,278.520019531,279.380004883,275.270019531,292.130004883,288.08001709,281.179992676,294.570007324,290.049987793
2012-05-22,290.0,281.070007324,281.720001221,275.100006104,294.020019531,288.299987793,279.350006104,294.179992676,290.83001709
2012-05-23,290.869995117,281.679992676,280.130004883,274.570007324,293.299987793,286.820007324,278.950012207,294.600006104,291.729980469
2012-05-24,291.350006104,281.700012207,282.150024414,274.880004883,292.400024414,285.429992676,278.429992676,295.5,291.950012207
2012-05-25,293.400024414,281.299987793,279.150024414,275.650024414,292.220001221,287.320007324,281.400024414,295.600006104,292.600006104
2012-05-26,292.450012207,281.25,277.130004883,276.0,291.070007324,288.400024414,283.729980469,295.799987793,294.200012207
2012-05-27,291.679992676,279.799987793,278.320007324,277.470001221,286.770019531,290.119995117,283.220001221,295.429992676,295.25
2012-05-28,290.75,280.070007324,277.650024414,275.0,282.520019531,290.720001221,280.220001221,293.950012207,296.100006104
2012-05-29,290.400024414,282.0,278.650024414,273.400024414,286.529998779,291.350006104,278.5,295.25,297.850006104
2012-05-30,291.929992676,283.600006104,277.619995117,275.279998779,290.100006104,285.900024414,279.400024414,296.020019531,294.5
2012-05-31,293.119995117,282.950012207,278.400024414,275.070007324,290.720001221,285.070007324,281.270019531,295.83001709,293.720001221
2012-06-01,293.520019531,283.220001221,278.400024414,275.700012207,294.049987793,284.600006104,282.679992676,295.299987793,292.5
2012-06-02,291.900024414,284.720001221,278.799987793,275.33001709,295.150024414,289.25,280.0,294.0,292.179992676
2012-06-03,291.279998779,284.470001221,280.320007324,275.279998779,293.529998779,284.200012207,279.58001709,294.429992676,291.380004883
2012-06-04,291.179992676,282.900024414,280.429992676,275.279998779,293.880004883,281.950012207,279.479980469,296.950012207,289.75
2012-06-05,292.450012207,278.779998779,280.650024414,272.869995117,292.320007324,279.33001709,280.279998779,296.320007324,287.100006104
2012-06-06,292.25,277.450012207,282.880004883,275.25,293.400024414,277.820007324,278.299987793,294.950012207,289.119995117
2012-06-07,291.429992676,279.720001221,281.049987793,276.070007324,294.929992676,273.429992676,279.520019531,294.679992676,290.619995117
2012-06-08,291.529998779,280.429992676,283.650024414,275.820007324,295.299987793,275.029998779,279.299987793,294.479980469,291.970001221
2012-06-09,290.970001221,280.770019531,280.950012207,273.900024414,292.799987793,277.679992676,280.520019531,295.070007324,294.25
2012-06-10,291.549987793,280.429992676,279.970001221,273.270019531,294.049987793,278.900024414,281.0,295.450012207,295.950012207
2012-06-11,292.75,279.929992676,283.179992676,273.299987793,291.850006104,280.75,282.200012207,296.179992676,295.700012207
2012-06-12,291.700012207,280.470001221,282.25,273.529998779,294.450012207,285.900024414,283.779998779,295.549987793,294.070007324
2012-06-13,290.400024414,279.950012207,278.799987793,273.100006104,296.150024414,290.350006104,281.450012207,295.650024414,294.029998779
2012-06-14,289.850006104,281.179992676,278.150024414,272.970001221,293.400024414,288.869995117,280.150024414,297.520019531,292.850006104
2012-06-15,289.570007324,281.200012207,281.130004883,273.229980469,292.880004883,285.350006104,279.75,295.799987793,292.900024414
2012-06-16,289.820007324,280.520019531,281.5,275.650024414,292.100006104,279.279998779,282.549987793,295.150024414,292.799987793
2012-06-17,289.630004883,280.850006104,282.520019531,275.549987793,292.779998779,278.270019531,282.470001221,295.820007324,290.900024414
2012-06-18,290.049987793,281.320007324,284.400024414,274.970001221,295.75,279.279998779,280.380004883,296.270019531,290.100006104
2012-06-19,289.820007324,280.320007324,285.270019531,273.679992676,295.869995117,280.700012207,280.630004883,300.070007324,292.700012207
2012-06-20,289.549987793,279.729980469,285.869995117,275.179992676,296.220001221,281.350006104,283.070007324,299.470001221,297.720001221
2012-06-21,289.549987793,282.450012207,284.470001221,275.049987793,295.700012207,284.270019531,285.679992676,298.900024414,301.320007324
2012-06-22,290.400024414,282.600006104,286.5,272.950012207,297.679992676,282.350006104,286.350006104,298.299987793,301.150024414
2012-06-23,290.350006104,282.970001221,289.070007324,273.5,298.950012207,283.929992676,284.619995117,295.549987793,296.320007324
2012-06-24,290.25,282.720001221,286.75,274.799987793,299.33001709,284.679992676,282.200012207,297.25,296.779998779
2012-06-25,290.380004883,282.970001221,280.570007324,274.5,298.75,279.720001221,282.650024414,296.850006104,296.0
2012-06-26,289.600006104,282.970001221,281.0,273.700012207,298.380004883,280.900024414,283.350006104,295.820007324,291.650024414
2012-06-27,289.869995117,284.820007324,280.020019531,272.570007324,297.799987793,286.970001221,282.5,294.900024414,294.529998779
2012-06-28,290.650024414,284.130004883,280.179992676,274.970001221,297.270019531,289.600006104,284.950012207,294.5,297.049987793
2012-06-29,290.850006104,283.950012207,280.929992676,272.570007324,298.150024414,286.720001221,283.100006104,294.799987793,299.150024414
2012-06-30,290.570007324,283.100006104,282.720001221,273.220001221,298.299987793,285.950012207,284.220001221,295.950012207,299.5
2012-07-01,289.600006104,283.970001221,282.75,272.049987793,299.570007324,289.020019531,282.900024414,295.950012207,299.700012207
2012-07-02,289.299987793,283.58001709,282.650024414,273.720001221,298.549987793,282.75,281.529998779,295.700012207,299.400024414
2012-07-03,289.020019531,282.429992676,281.900024414,273.020019531,297.299987793,275.970001221,281.679992676,293.299987793,299.179992676
2012-07-04,289.5,283.450012207,279.470001221,273.350006104,296.200012207,277.429992676,281.450012207,294.270019531,299.75
2012-07-05,289.720001221,283.070007324,279.75,273.5,292.570007324,276.450012207,283.600006104,294.549987793,301.850006104
2012-07-06,289.020019531,283.650024414,282.779998779,273.679992676,291.799987793,276.619995117,286.299987793,295.020019531,300.520019531
2012-07-07,289.179992676,284.25,284.820007324,274.529998779,292.970001221,276.850006104,286.619995117,295.130004883,301.770019531
2012-07-08,289.299987793,284.75,281.25,273.700012207,294.070007324,279.5,287.929992676,295.900024414,301.929992676
2012-07-09,289.869995117,283.179992676,278.350006104,274.130004883,295.900024414,278.679992676,288.850006104,296.119995117,298.529998779
2012-07-10,289.350006104,282.799987793,281.929992676,274.200012207,295.179992676,279.450012207,287.929992676,295.070007324,297.929992676
2012-07-11,289.350006104,284.950012207,279.650024414,275.58001709,293.179992676,275.130004883,287.950012207,295.5,298.179992676
2012-07-12,289.799987793,284.700012207,281.299987793,275.25,295.049987793,278.720001221,288.150024414,299.150024414,297.5
2012-07-13,289.799987793,285.450012207,280.070007324,273.900024414,296.049987793,282.100006104,290.100006104,296.58001709,298.029998779
2012-07-14,289.900024414,283.779998779,281.650024414,273.779998779,296.869995117,278.970001221,291.700012207,295.0,297.700012207
2012-07-15,289.070007324,283.270019531,281.679992676,276.350006104,296.070007324,277.350006104,289.0,296.41998291,298.900024414
2012-07-16,289.299987793,285.270019531,279.429992676,276.470001221,294.179992676,276.630004883,290.850006104,298.929992676,298.929992676
2012-07-17,290.100006104,286.679992676,281.600006104,276.929992676,293.75,277.799987793,291.070007324,297.650024414,301.020019531
2012-07-18,290.130004883,286.429992676,284.549987793,278.150024414,295.150024414,279.429992676,286.950012207,296.029998779,302.799987793
2012-07-19,289.549987793,285.299987793,285.900024414,274.150024414,296.820007324,283.100006104,286.850006104,292.619995117,299.070007324
2012-07-20,289.380004883,284.650024414,285.520019531,274.820007324,295.850006104,284.720001221,289.650024414,293.299987793,296.350006104
2012-07-21,289.630004883,285.150024414,285.429992676,275.119995117,295.630004883,286.479980469,285.070007324,299.5,293.179992676
2012-07-22,289.520019531,284.5,283.33001709,275.549987793,296.75,282.5,284.33001709,300.049987793,294.720001221
2012-07-23,289.220001221,282.75,281.299987793,274.200012207,297.600006104,282.429992676,284.470001221,299.279998779,296.929992676
2012-07-24,289.929992676,281.200012207,280.570007324,275.450012207,295.119995117,282.179992676,284.650024414,296.869995117,298.799987793
2012-07-25,290.08001709,283.570007324,284.100006104,273.299987793,294.0,276.929992676,287.679992676,296.350006104,296.929992676
2012-07-26,290.320007324,283.130004883,286.600006104,274.700012207,296.820007324,280.130004883,289.049987793,294.600006104,297.950012207
2012-07-27,290.25,283.979980469,287.350006104,275.049987793,297.950012207,278.179992676,288.5,297.070007324,299.600006104
2012-07-28,289.799987793,284.5,287.679992676,273.75,295.200012207,280.900024414,286.450012207,295.429992676,298.369995117
2012-07-29,289.770019531,285.299987793,285.799987793,273.950012207,292.720001221,280.470001221,286.75,296.380004883,295.630004883
2012-07-30,289.619995117,285.619995117,283.150024414,275.25,296.070007324,278.049987793,286.380004883,295.950012207,296.070007324
2012-07-31,289.779998779,284.5,281.429992676,275.179992676,297.179992676,278.529998779,285.450012207,294.799987793,296.029998779
2012-08-01,289.650024414,286.100006104,283.429992676,275.570007324,297.049987793,284.100006104,286.150024414,294.850006104,296.150024414
2012-08-02,290.100006104,285.470001221,281.380004883,276.350006104,296.200012207,284.570007324,285.650024414,295.549987793,296.950012207
2012-08-03,290.5,284.049987793,278.720001221,276.179992676,296.75,286.75,287.070007324,294.619995117,298.720001221
2012-08-04,290.179992676,283.75,280.220001221,277.720001221,294.25,282.83001709,291.679992676,294.850006104,298.820007324
2012-08-05,289.720001221,283.929992676,280.270019531,276.570007324,296.779998779,283.380004883,293.779998779,296.020019531,300.070007324
2012-08-06,289.100006104,284.25,281.600006104,276.200012207,296.299987793,283.820007324,292.529998779,298.119995117,298.700012207
2012-08-07,289.720001221,284.720001221,283.720001221,276.429992676,297.179992676,285.820007324,290.720001221,299.119995117,297.679992676
2012-08-08,289.570007324,285.570007324,282.429992676,276.119995117,296.779998779,285.320007324,288.570007324,299.020019531,297.720001221
2012-08-09,290.150024414,285.900024414,283.700012207,275.350006104,296.850006104,284.950012207,286.150024414,297.100006104,298.200012207
2012-08-10,289.75,286.279998779,285.020019531,275.100006104,298.150024414,288.200012207,287.0,295.369995117,297.850006104
2012-08-11,290.100006104,285.970001221,286.08001709,275.5,298.270019531,290.179992676,288.450012207,295.600006104,297.679992676
2012-08-12,289.100006104,285.549987793,286.970001221,274.729980469,297.679992676,284.600006104,289.470001221,295.880004883,296.450012207
2012-08-13,289.100006104,286.380004883,286.549987793,273.679992676,297.429992676,282.220001221,289.679992676,295.820007324,297.25
2012-08-14,289.799987793,286.220001221,286.350006104,273.900024414,295.679992676,284.380004883,287.25,296.619995117,297.320007324
2012-08-15,290.5,286.720001221,285.880004883,273.679992676,295.229980469,290.429992676,289.720001221,296.600006104,296.950012207
2012-08-16,290.470001221,286.320007324,284.150024414,275.429992676,295.850006104,288.869995117,291.570007324,297.350006104,296.600006104
2012-08-17,289.900024414,285.900024414,281.470001221,275.679992676,294.630004883,290.470001221,292.549987793,296.850006104,298.0
2012-08-18,289.779998779,285.850006104,281.429992676,276.75,292.220001221,288.700012207,293.200012207,296.850006104,295.100006104
2012-08-19,289.350006104,285.150024414,281.779998779,276.33001709,295.869995117,285.400024414,290.75,296.400024414,294.520019531
2012-08-20,289.450012207,285.279998779,281.630004883,273.630004883,294.220001221,286.279998779,288.220001221,295.75,294.179992676
2012-08-21,290.119995117,285.429992676,279.049987793,275.799987793,293.520019531,285.970001221,287.529998779,295.950012207,294.520019531
2012-08-22,290.130004883,284.520019531,281.200012207,273.75,295.450012207,288.720001221,285.549987793,295.66998291,296.279998779
2012-08-23,289.880004883,283.0,282.529998779,273.900024414,291.020019531,294.270019531,284.400024414,296.600006104,296.220001221
2012-08-24,289.929992676,282.279998779,280.58001709,275.200012207,288.570007324,285.0,283.470001221,297.070007324,297.179992676
2012-08-25,289.950012207,280.929992676,279.950012207,275.380004883,289.799987793,279.520019531,284.679992676,296.549987793,296.979980469
2012-08-26,289.929992676,280.029998779,281.779998779,277.5,294.869995117,277.799987793,289.200012207,296.380004883,295.950012207
2012-08-27,289.630004883,280.75,281.650024414,278.770019531,295.429992676,278.350006104,285.950012207,296.200012207,296.150024414
2012-08-28,289.350006104,278.650024414,278.020019531,278.100006104,294.429992676,279.549987793,285.400024414,298.400024414,297.570007324
2012-08-29,290.450012207,278.850006104,280.029998779,277.529998779,295.779998779,283.369995117,283.820007324,299.350006104,296.130004883
2012-08-30,290.700012207,280.400024414,281.869995117,277.450012207,295.779998779,287.400024414,283.549987793,298.200012207,295.350006104
2012-08-31,290.679992676,281.720001221,280.070007324,276.679992676,295.549987793,289.179992676,282.650024414,299.100006104,297.650024414
2012-09-01,290.070007324,282.720001221,279.679992676,275.350006104,296.070007324,290.200012207,283.720001221,300.799987793,299.970001221
2012-09-02,290.070007324,281.070007324,278.100006104,275.900024414,296.880004883,291.700012207,283.130004883,300.0,297.75
2012-09-03,290.600006104,282.75,278.950012207,276.650024414,296.229980469,284.350006104,284.450012207,300.970001221,296.679992676
2012-09-04,290.350006104,280.029998779,278.820007324,276.25,293.900024414,287.529998779,285.549987793,299.820007324,296.970001221
2012-09-05,289.869995117,281.450012207,279.33001709,278.619995117,294.279998779,284.619995117,287.350006104,298.970001221,298.179992676
2012-09-06,290.220001221,279.820007324,277.220001221,277.799987793,295.970001221,284.450012207,286.850006104,297.119995117,296.380004883
2012-09-07,290.299987793,278.600006104,275.429992676,275.679992676,295.400024414,288.070007324,289.799987793,297.549987793,296.700012207
2012-09-08,290.470001221,276.820007324,275.900024414,275.799987793,290.75,290.619995117,292.470001221,299.029998779,297.5
2012-09-09,289.0,278.75,276.200012207,276.679992676,287.350006104,285.529998779,287.179992676,299.25,293.029998779
2012-09-10,289.5,276.049987793,275.049987793,276.570007324,289.600006104,284.470001221,282.119995117,299.950012207,292.479980469
2012-09-11,289.700012207,275.720001221,273.470001221,277.600006104,292.029998779,286.650024414,280.700012207,302.799987793,290.600006104
2012-09-12,289.679992676,277.720001221,275.320007324,275.549987793,288.470001221,290.720001221,281.650024414,303.850006104,292.600006104
2012-09-13,289.770019531,280.450012207,276.820007324,276.049987793,285.179992676,292.229980469,284.679992676,304.950012207,293.25
2012-09-14,289.700012207,278.429992676,276.549987793,277.200012207,284.119995117,292.130004883,288.049987793,305.520019531,293.75
2012-09-15,288.350006104,277.970001221,276.720001221,277.549987793,285.570007324,294.380004883,286.299987793,304.529998779,292.799987793
2012-09-16,289.25,277.0,278.570007324,275.75,289.25,289.900024414,284.880004883,302.130004883,291.470001221
2012-09-17,289.970001221,277.070007324,276.950012207,274.929992676,290.520019531,287.970001221,286.880004883,302.320007324,292.380004883
2012-09-18,289.820007324,278.029998779,275.970001221,275.820007324,289.75,285.600006104,288.630004883,301.549987793,295.070007324
2012-09-19,288.850006104,278.119995117,277.630004883,277.600006104,291.320007324,284.880004883,288.369995117,302.25,291.470001221
2012-09-20,288.350006104,278.700012207,280.799987793,276.950012207,290.08001709,284.470001221,287.679992676,300.529998779,290.150024414
2012-09-21,288.299987793,280.150024414,280.049987793,276.400024414,289.600006104,284.25,288.720001221,301.650024414,291.100006104
2012-09-22,288.450012207,280.299987793,281.5,275.650024414,294.200012207,285.520019531,284.75,297.75,292.929992676
2012-09-23,288.850006104,280.779998779,280.520019531,275.779998779,293.679992676,288.75,283.600006104,299.320007324,290.770019531
2012-09-24,289.270019531,281.150024414,276.25,277.350006104,292.950012207,288.549987793,285.25,302.299987793,287.75
2012-09-25,289.299987793,279.799987793,276.470001221,278.900024414,290.25,280.970001221,283.650024414,299.950012207,289.16998291
2012-09-26,289.5,279.950012207,277.58001709,279.450012207,289.779998779,280.320007324,282.450012207,299.400024414,292.779998779
2012-09-27,290.049987793,276.320007324,277.470001221,278.570007324,289.799987793,282.820007324,284.070007324,298.150024414,293.799987793
2012-09-28,289.900024414,276.850006104,276.0,279.029998779,289.369995117,287.270019531,286.429992676,299.380004883,293.429992676
2012-09-29,289.970001221,276.779998779,271.779998779,279.299987793,286.350006104,289.950012207,283.130004883,300.350006104,289.220001221
2012-09-30,289.970001221,277.929992676,269.299987793,278.679992676,288.700012207,290.850006104,282.429992676,300.450012207,288.779998779
2012-10-01,289.450012207,277.799987793,269.130004883,277.679992676,288.200012207,290.119995117,284.150024414,300.970001221,288.299987793
2012-10-02,288.5,276.630004883,271.299987793,276.400024414,290.520019531,287.900024414,280.200012207,302.5,291.770019531
2012-10-03,288.119995117,276.429992676,273.100006104,277.450012207,291.0,287.130004883,279.25,301.929992676,294.600006104
2012-10-04,288.650024414,276.720001221,275.850006104,277.970001221,291.869995117,288.33001709,280.25,301.850006104,295.400024414
2012-10-05,287.600006104,278.970001221,276.950012207,276.279998779,290.150024414,291.029998779,280.850006104,300.850006104,293.320007324
2012-10-06,289.150024414,279.220001221,275.279998779,275.820007324,289.25,292.200012207,283.880004883,301.820007324,293.429992676
2012-10-07,288.900024414,277.470001221,273.929992676,276.529998779,286.070007324,288.320007324,286.299987793,300.600006104,285.380004883
2012-10-08,287.720001221,276.08001709,276.549987793,275.320007324,286.869995117,288.570007324,286.200012207,299.900024414,282.119995117
2012-10-09,289.570007324,278.970001221,275.150024414,274.799987793,287.679992676,291.549987793,284.900024414,301.5,284.799987793
2012-10-10,289.650024414,279.900024414,272.130004883,278.220001221,289.029998779,285.529998779,282.200012207,299.630004883,288.020019531
2012-10-11,289.320007324,279.700012207,270.070007324,279.5,289.720001221,284.900024414,281.16998291,297.850006104,285.100006104
2012-10-12,289.720001221,278.91998291,266.100006104,278.600006104,288.150024414,288.549987793,280.869995117,297.850006104,285.369995117
2012-10-13,289.570007324,279.41998291,264.470001221,278.200012207,281.770019531,290.650024414,282.600006104,296.83001709,281.570007324
2012-10-14,289.679992676,278.279998779,268.200012207,277.75,282.320007324,293.179992676,283.66998291,297.25,286.450012207
2012-10-15,289.119995117,277.600006104,268.900024414,279.049987793,286.770019531,294.770019531,282.020019531,296.700012207,291.869995117
2012-10-16,288.619995117,276.450012207,264.799987793,280.400024414,286.200012207,291.16998291,280.0,297.150024414,286.700012207
2012-10-17,290.350006104,275.600006104,263.75,278.100006104,288.020019531,289.020019531,277.679992676,295.850006104,284.770019531
2012-10-18,290.470001221,273.970001221,262.200012207,278.950012207,284.0,288.650024414,279.570007324,296.850006104,286.869995117
2012-10-19,291.070007324,274.799987793,262.25,278.700012207,284.150024414,290.150024414,280.16998291,297.549987793,290.869995117
2012-10-20,289.299987793,277.400024414,262.320007324,275.850006104,285.429992676,291.200012207,275.75,298.16998291,289.619995117
2012-10-21,289.700012207,278.049987793,263.450012207,278.600006104,287.220001221,292.220001221,275.100006104,296.799987793,286.070007324
2012-10-22,289.619995117,277.570007324,258.200012207,279.299987793,286.470001221,290.520019531,276.220001221,297.799987793,286.400024414
2012-10-23,289.470001221,276.270019531,255.649993896,279.549987793,286.619995117,286.049987793,276.400024414,297.900024414,288.66998291
2012-10-24,289.799987793,276.619995117,261.369995117,275.0,286.700012207,287.950012207,276.470001221,297.720001221,289.700012207
2012-10-25,289.320007324,274.700012207,260.66998291,274.619995117,282.299987793,289.700012207,276.150024414,297.720001221,288.720001221
2012-10-26,289.799987793,274.700012207,264.450012207,274.570007324,279.279998779,292.900024414,276.869995117,299.600006104,289.220001221
2012-10-27,287.820007324,277.970001221,261.119995117,275.970001221,276.400024414,293.179992676,277.299987793,299.650024414,289.220001221
2012-10-28,288.700012207,275.570007324,264.900024414,276.450012207,281.600006104,291.200012207,278.950012207,300.350006104,287.700012207
2012-10-29,288.179992676,277.619995117,265.200012207,276.820007324,283.850006104,292.75,278.75,301.200012207,285.91998291
2012-10-30,287.770019531,272.350006104,262.600006104,280.119995117,283.0,290.5,279.320007324,301.049987793,283.779998779
2012-10-31,287.270019531,273.070007324,260.799987793,278.400024414,281.150024414,289.279998779,281.779998779,299.25,280.25
2012-11-01,287.600006104,270.950012207,261.970001221,278.470001221,288.299987793,293.320007324,280.869995117,298.33001709,281.720001221
2012-11-02,286.900024414,269.020019531,261.700012207,277.600006104,286.299987793,295.799987793,280.700012207,297.41998291,281.820007324
2012-11-03,287.679992676,272.299987793,264.700012207,278.600006104,284.200012207,296.66998291,279.600006104,297.33001709,279.950012207
2012-11-04,287.070007324,274.41998291,263.570007324,276.279998779,282.850006104,296.25,280.570007324,296.970001221,279.270019531
2012-11-05,286.66998291,278.400024414,259.950012207,277.520019531,281.369995117,297.220001221,279.5,296.16998291,278.029998779
2012-11-06,287.75,274.25,258.16998291,277.549987793,281.720001221,300.549987793,278.529998779,295.150024414,276.570007324
2012-11-07,286.350006104,275.600006104,257.100006104,276.779998779,288.570007324,299.970001221,277.400024414,296.400024414,277.869995117
2012-11-08,286.119995117,275.299987793,255.100006104,277.650024414,286.369995117,300.279998779,275.820007324,296.41998291,276.799987793
2012-11-09,287.619995117,275.070007324,266.450012207,275.200012207,283.869995117,298.020019531,273.369995117,296.58001709,279.220001221
2012-11-10,288.369995117,268.799987793,271.75,278.100006104,279.0,286.950012207,270.100006104,295.600006104,281.16998291
2012-11-11,288.650024414,270.25,269.700012207,279.619995117,269.549987793,287.570007324,272.549987793,295.66998291,284.369995117
2012-11-12,288.91998291,274.400024414,264.400024414,283.119995117,265.820007324,290.16998291,276.600006104,295.799987793,286.100006104
2012-11-13,286.75,277.119995117,262.049987793,283.850006104,272.900024414,290.799987793,277.220001221,296.700012207,284.549987793
2012-11-14,287.270019531,275.66998291,265.16998291,284.0,275.350006104,291.820007324,276.16998291,296.619995117,277.299987793
2012-11-15,287.75,276.0,264.350006104,278.350006104,279.150024414,292.869995117,275.150024414,296.41998291,278.350006104
2012-11-16,287.850006104,272.200012207,261.320007324,279.369995117,280.070007324,294.0,275.970001221,295.470001221,278.350006104
2012-11-17,287.91998291,271.16998291,255.369995117,281.320007324,281.700012207,296.270019531,278.200012207,297.25,279.0
2012-11-18,286.850006104,270.549987793,256.519989014,279.970001221,282.029998779,296.400024414,276.299987793,297.100006104,280.549987793
2012-11-19,287.520019531,271.799987793,256.970001221,277.41998291,280.650024414,297.700012207,276.900024414,296.600006104,280.369995117
2012-11-20,286.570007324,273.320007324,253.470001221,279.369995117,278.869995117,298.58001709,276.600006104,296.100006104,280.799987793
2012-11-21,285.350006104,272.220001221,255.100006104,277.600006104,280.950012207,298.66998291,275.049987793,297.220001221,280.400024414
2012-11-22,286.950012207,276.0,255.550018311,275.270019531,281.950012207,295.970001221,274.25,297.549987793,281.049987793
2012-11-23,287.529998779,276.41998291,257.720001221,275.75,278.470001221,289.950012207,276.720001221,297.320007324,280.320007324
2012-11-24,285.720001221,275.650024414,256.070007324,277.369995117,277.25,291.900024414,275.75,297.41998291,279.320007324
2012-11-25,285.41998291,273.91998291,257.700012207,277.200012207,280.299987793,290.020019531,274.779998779,296.869995117,275.369995117
2012-11-26,287.16998291,274.279998779,255.029998779,277.100006104,280.700012207,292.100006104,273.570007324,296.850006104,276.720001221
2012-11-27,287.850006104,274.549987793,261.820007324,276.619995117,278.369995117,296.619995117,273.869995117,296.350006104,278.350006104
2012-11-28,285.549987793,276.570007324,256.900024414,277.25,279.950012207,296.869995117,276.66998291,295.83001709,275.450012207
2012-11-29,287.320007324,276.0,258.41998291,280.320007324,281.16998291,292.119995117,278.299987793,296.150024414,275.66998291
2012-11-30,287.779998779,273.75,257.369995117,281.549987793,279.929992676,292.600006104,277.679992676,297.320007324,277.720001221
2012-12-01,287.75,274.549987793,256.420013428,281.25,280.729980469,291.850006104,277.600006104,296.279998779,279.200012207
2012-12-02,287.220001221,275.850006104,253.779998779,278.720001221,280.270019531,296.150024414,276.529998779,296.400024414,279.799987793
2012-12-03,287.299987793,276.570007324,251.600006104,275.41998291,280.200012207,298.119995117,275.119995117,296.600006104,284.799987793
2012-12-04,288.400024414,276.029998779,247.769989014,276.799987793,279.779998779,297.869995117,276.450012207,296.58001709,284.900024414
2012-12-05,286.75,276.020019531,248.149993896,278.100006104,279.299987793,297.16998291,274.270019531,297.0,285.450012207
2012-12-06,286.66998291,276.820007324,251.600006104,278.220001221,281.820007324,297.549987793,274.619995117,296.850006104,275.5
2012-12-07,288.0,276.369995117,250.920013428,277.820007324,279.350006104,294.070007324,273.520019531,298.58001709,276.16998291
2012-12-08,287.320007324,275.450012207,253.519989014,277.25,276.770019531,293.049987793,272.049987793,298.350006104,281.850006104
2012-12-09,287.070007324,275.150024414,264.0,279.770019531,277.619995117,296.869995117,272.0,298.529998779,281.470001221
2012-12-10,287.850006104,276.619995117,267.91998291,278.900024414,267.549987793,298.619995117,275.320007324,297.600006104,283.049987793
2012-12-11,287.25,276.279998779,264.570007324,280.299987793,270.41998291,297.470001221,275.5,296.100006104,282.619995117
2012-12-12,286.900024414,274.150024414,265.900024414,279.450012207,271.650024414,297.66998291,273.950012207,296.66998291,277.020019531
2012-12-13,286.900024414,273.66998291,268.75,278.520019531,276.25,295.75,274.0,296.650024414,277.279998779
2012-12-14,288.100006104,274.220001221,260.279998779,279.720001221,276.970001221,296.270019531,273.619995117,295.850006104,277.200012207
2012-12-15,289.350006104,273.720001221,252.220001221,280.700012207,271.16998291,299.400024414,273.070007324,297.41998291,278.66998291
2012-12-16,289.0,274.200012207,248.070007324,279.700012207,271.970001221,297.299987793,272.570007324,297.25,280.650024414
2012-12-17,288.549987793,272.700012207,246.600006104,277.900024414,268.350006104,293.100006104,272.900024414,297.020019531,281.220001221
2012-12-18,288.600006104,274.369995117,249.470001221,278.400024414,271.220001221,291.970001221,271.0,296.83001709,282.900024414
2012-12-19,288.549987793,275.850006104,253.200012207,279.549987793,273.820007324,295.520019531,272.400024414,299.270019531,279.350006104
2012-12-20,287.400024414,277.970001221,249.170013428,279.350006104,263.820007324,292.520019531,274.320007324,298.770019531,277.869995117
2012-12-21,280.299987793,277.5,249.519989014,278.200012207,268.150024414,290.850006104,273.770019531,298.119995117,280.779998779
