,AVG LAT,AVG LON,COMMON NAME,OBSERVATION COUNT,OBSERVATION_DATE,TEMPERATURE,TIME_DELTAS,VERTICES
84,31.8929205071,-111.6123936,Lazuli Bunting,74,2011-04-14,291.720001221,8919900.0,33.07*-115.20*1&32.26*-111.22*2&31.42*-110.25*7&31.67*-110.94*4&31.74*-110.89*2&31.71*-110.88*2&31.54*-110.76*8&31.39*-110.24*20&34.34*-119.28*1&31.41*-110.11*2&31.38*-110.85*6&31.39*-110.24*8&31.45*-110.84*1&31.73*-110.88*10
85,32.5674966737,-112.955088221,Lazuli Bunting,40,2011-04-15,292.820007324,9007200.0,32.28*-110.95*1&35.38*-118.11*1&33.06*-115.50*1&31.74*-110.89*2&32.18*-111.01*2&31.88*-110.21*1&31.45*-110.30*3&32.28*-111.02*2&33.03*-115.15*1&34.93*-120.62*1&31.73*-110.88*1&34.15*-118.97*3&34.27*-117.46*1&31.71*-110.88*1&31.54*-110.76*1&31.73*-110.88*6&32.29*-110.88*1&31.54*-110.76*10&31.61*-110.91*1
86,32.5690900312,-112.803786969,Lazuli Bunting,22,2011-04-16,299.869995117,9090000.0,31.47*-110.86*1&32.24*-110.72*1&32.28*-110.95*3&34.43*-117.82*1&31.42*-110.25*1&31.57*-111.32*1&31.57*-111.32*1&31.54*-110.76*1&32.35*-111.09*1&34.13*-118.71*4&31.54*-110.76*1&37.52*-121.81*2&31.57*-111.51*1&31.92*-109.13*1&33.62*-117.56*1&31.94*-110.29*1
87,32.9977981706,-113.6037741,Lazuli Bunting,59,2011-04-17,288.369995117,9179100.0,33.99*-118.00*3&31.57*-111.05*8&31.73*-110.88*6&31.42*-110.25*1&31.74*-110.89*1&34.27*-118.39*1&31.74*-110.89*1&31.90*-109.16*3&40.94*-123.63*1&32.27*-111.09*1&34.05*-116.57*1&33.97*-118.43*1&31.54*-110.76*15&31.73*-110.88*6&31.73*-110.88*6&32.30*-110.82*2&34.10*-118.72*2
88,32.6220398444,-112.731891522,Lazuli Bunting,62,2011-04-18,293.720001221,9265500.0,32.73*-114.48*5&34.40*-118.10*2&31.91*-109.14*1&32.25*-110.79*1&34.11*-117.98*2&34.18*-118.10*4&32.73*-114.64*1&32.24*-110.72*2&33.09*-115.70*1&32.35*-111.09*1&31.73*-110.88*7&32.28*-111.02*1&31.67*-110.94*1&31.73*-110.88*12&31.92*-109.13*6&31.91*-109.14*2&31.92*-109.13*12&34.05*-117.32*1
89,32.8221661385,-113.808026738,Lazuli Bunting,57,2011-04-19,293.16998291,9351000.0,32.65*-108.84*2&32.07*-112.78*3&32.04*-112.72*4&34.13*-118.13*1&31.55*-111.10*3&31.74*-110.89*4&31.39*-110.24*1&32.28*-111.02*3&34.13*-118.16*1&37.14*-121.37*1&33.83*-118.34*1&31.72*-110.19*1&32.35*-111.09*2&34.14*-118.17*2&34.05*-116.57*1&31.54*-110.76*1&31.73*-110.88*7&31.72*-110.88*5&33.86*-117.17*1&31.70*-110.88*1&31.94*-109.22*1&32.31*-110.96*3&31.45*-110.30*4&34.58*-120.52*1&33.00*-118.55*2&34.34*-119.28*1
90,32.402658152,-112.237356428,Lazuli Bunting,125,2011-04-20,290.820007324,9436500.0,33.33*-112.62*3&33.10*-115.75*1&31.92*-109.13*1&33.78*-113.35*2&31.50*-110.86*8&34.73*-114.48*2&31.54*-110.76*12&32.37*-110.98*1&31.54*-110.76*6&32.34*-111.08*1&32.30*-110.82*1&33.97*-118.43*2&32.28*-111.02*3&33.14*-116.38*3&31.72*-110.88*8&31.77*-109.05*2&31.54*-110.76*18&31.38*-110.85*22&31.51*-110.80*1&31.94*-109.22*8&31.54*-110.76*15&33.00*-118.55*2&31.44*-110.29*1&34.05*-117.32*1&32.35*-111.03*1
91,32.5841433625,-113.60716035,Lazuli Bunting,75,2011-04-21,290.470001221,9526200.0,32.83*-114.87*2&31.57*-111.05*3&37.10*-119.74*2&31.77*-110.86*1&32.23*-110.95*1&27.02*-108.95*4&32.28*-111.02*4&34.05*-116.57*1&33.46*-117.71*1&34.18*-117.32*3&34.25*-118.25*14&32.29*-111.03*1&31.70*-110.88*1&32.28*-111.02*3&31.72*-110.88*6&31.72*-110.88*4&32.67*-117.24*1&31.73*-110.88*10&33.75*-118.08*1&31.38*-110.85*1&34.34*-119.28*2&31.93*-110.05*7&34.05*-117.32*1&31.72*-110.88*1
92,33.4023477053,-115.012954187,Lazuli Bunting,167,2011-04-22,292.700012207,9610800.0,32.28*-111.02*5&33.01*-115.10*3&34.19*-118.18*1&32.27*-111.20*2&37.08*-119.72*2&31.93*-110.05*6&37.13*-121.38*2&35.29*-120.63*4&34.27*-118.39*1&34.22*-118.19*2&32.84*-117.04*1&33.68*-118.02*1&32.84*-117.04*3&32.19*-111.00*1&31.70*-110.88*1&37.13*-121.39*1&32.84*-117.04*8&37.53*-121.56*1&32.28*-111.03*1&31.90*-109.16*1&34.18*-117.32*10&34.25*-118.25*16&31.71*-110.88*1&32.74*-110.65*1&31.72*-110.88*5&33.74*-118.35*1&31.73*-110.88*10&34.33*-118.44*4&31.92*-109.13*12&31.73*-110.88*7&31.91*-109.14*14&31.92*-109.13*12&34.18*-118.10*3&32.73*-114.64*1&33.62*-117.56*1&34.18*-118.10*3&31.73*-110.88*15&34.34*-119.28*4
93,33.05744475,-113.478342313,Lazuli Bunting,210,2011-04-23,288.529998779,9676800.0,31.91*-109.14*10&31.57*-111.05*8&32.26*-110.90*1&32.26*-110.90*1&31.55*-110.14*2&33.83*-112.28*3&31.42*-110.25*1&34.05*-116.57*1&31.93*-110.05*2&27.02*-108.95*3&31.93*-110.05*12&33.97*-118.43*4&34.70*-118.81*2&33.42*-103.81*1&34.50*-117.91*1&34.44*-119.27*1&34.08*-118.24*2&31.38*-110.85*53&34.05*-116.57*1&31.54*-110.76*1&39.71*-123.35*1&33.55*-111.65*1&37.57*-121.16*1&34.05*-116.57*1&36.89*-121.29*1&31.54*-110.76*18&31.59*-111.51*8&34.10*-118.72*2&31.94*-109.22*55&31.87*-111.00*3&31.51*-110.26*2&31.72*-110.88*7
